# 颜文字面板的排布：分类\t颜文字
# 由 render-panel.py 从 kaomoji-collection 挑出来（MIT，见同目录 LICENSE），别手改
# group: 开心
狗	ᵕ•ﻌ•ᵕ
狗	ᐡ-ﻌ-ᐡ
狗	(∪^ω^)
狗	U｡•ﻌ•｡U
狗	(υ◉ω◉υ)
狗	U[^ω^]U
狗	ฅ◤•ω•◥ฅ
狗	ᐡ.  ̫ .ᐡ
狗	₍ᐡ-ﻌ-ᐡ₎♡
狗	(Ｕ´^ω^`)
狗	(Ｕ &#x27;ᴗ&#x27; Ｕ)
狗	(ᐡ- ﻌ •ᐡ)
狗	U｡ºㅅº｡Uﾉ~
狗	٩(∪*´•ω•)
狗	ᐡ - ﻌ • ᐡ
狗	ᐡ.  ̫ .ᐡฅ
狗	(ᐡ ᐧ ﻌ ᐧ )
狗	Uᴗ ·̫ ⊂U🤍
狗	ᐡ•͈ ·̭ •͈ᐡ
狗	(ᐡ´• ·̫•)꜆
狗	_(&#x27;ω&#x27;_Ｕ⌒)ｼ
狗	(•ᴥ•˶ᐡ)ഒ⁾⁾
狗	(U ･ˑ̫･ U)
狗	ฅᗜ• ﻌ • ᗜฅ
狗	꒰•ω•`*∪꒱ﾉｼ
狗	(U • ω • U)
狗	(ᐡ ; ﻌ ; ᐡ)
狗	૮꒰˵• ﻌ •˵꒱ა
狗	( U ´ ﻌ ` )
狗	(ᐡ - ﻌ - ᐡ)
狗	(･ω･`U)ｸｰﾝ…
狗	UoฅｪฅoU ﾎﾟｯ
狗	⊂( っᐡｰﻌｰᐡ)っ
狗	₍ᐡ-᷅ ·̫ -᷄ᐡ₎
狗	∪ ̳= ·̫ = ̳∪
狗	( U - ·̫ - )ﾉ
狗	(ᐡ •̥ ﻌ •̥ ᐡ)
# group: 兔子
兔子	ᐢ.ˬ.ᐢ
兔子	₍ᐢ..ᐢ₎
兔子	₍ᐢ.ˬ.ᐢ₎
兔子	₍ᐢ•௰•ᐢ₎
兔子	₍ᐢ- -ᐢ₎
兔子	₍ᐢ⌯௰⌯ᐢ₎
兔子	₍ᐢ･௰･ᐢ₎
兔子	₍ᐢ. ̫.ᐢ₎
兔子	₍ᐢ- ̫-ᐢ₎
兔子	₍ᐢ&gt; ̫&lt;ᐢ₎
兔子	₍ᐢ｡•༝•｡ᐢ₎
兔子	₍ᐢ⑅•ᴗ•⑅ᐢ₎
兔子	₍ᐢ⑅•ω•⑅ᐢ₎
兔子	₍ᐢ. ⩊ .ᐢ₎
兔子	( ᐡ. ̫ .ᐡ )
兔子	₍ᐢ⸝⸝- -⸝⸝ᐢ₎
兔子	₍ᐢ,,- -,,ᐢ₎
兔子	( ᐡ｡• ·̫ •｡ᐡ )
兔子	ᕱ⑅ᕱ♥
兔子	₍ᐢ‥ᐢ₎ ♡
兔子	U・x・U♡♡
兔子	( ´x` )♡
兔子	₍ᐢ. ̫.ᐢ₎♡
兔子	(´･×･`)♡♩
兔子	₍ᐢ｡•༝•｡ᐢ₎♡
兔子	₍ᐢ•͈༝•͈ᐢ₎♡
兔子	∩• ௰ •∩ ੈ♡
兔子	❤︎₍ᐢ·͈༝·͈ᐢ₎
兔子	₍ᐢ ̥ ̞ ̥ᐢ₎ ♥
兔子	₍ᐢ •̥ ̫ •̥ ᐢ₎ ♥
兔子	₍ᐢ..ᐢ₎🎀
兔子	₍ᐢ ᐢ₎ദ⸒⸒
兔子	₍ᐢ.ˬ.ᐢ₎ฅ
